cobissId	title_en	description_en	country	publisher	year	topology	journal	journal_impact_factor	journal_mean_value
11306262	Inverse limits as limits with respect to the Hausdorff metric	We show that the inverse limit of any inverse sequence of compact metric spaces and surjective bonding maps is in fact the limit of a sequence of homeomorphic copies of the same spaces with respect to Hausdorff metric.	aus	The University of Queensland Press	2007	1.01	Bulletin of the Australian Mathematical Society	0.297	0.623
1130710	Forest biomonitoring of the largest Slovene thermal power plant with respect to reduction of air pollution	The condition of the forest ecosystem in the vicinity of the largest Slovene power plant [the Šoštanj Thermal Power Plant (ŠTPP)] was monitored during the period 1991-2008 by determining the total concentration of sulphur, ascorbic acid and chlorophyll in Norway spruce needles. After 1995, the introduction ofcleaning devices at the ŠTPP dramatically reduced the former extremely high SO2 and dust emissions. The most significant findings of this comprehensive, long-duration survey are as follows: (1) the chosen parameters are suitable bioindicators of stress caused by air pollution in Norway spruce needles; theyreflect both spatial and temporal variations in air pollution as well as the degree of efficiency of the cleaning devices; (2) observations show that the physiological condition of Norway spruce in northern Slovenia has significantly improved since 1995, when the first desulphurization device at ŠTPP was built, together with a reduction in the area influenced by pollution from ŠTPP; (3) metabolic processes in spruce needles react to air pollution according to the severity of the pollution and the length of exposure; exposure to high SO2 ambient levels and/or spread over a long duration can damage the antioxidant defence mechanisms of spruce trees as well as diminishing the concentration of ascorbic acid; (4) a reduction in the exposure to air pollution improves the vitality of the trees (e.g. higher concentrations of total (aŽ+Žb) chlorophyll), as well as restoring their defence capabilities as shown by higher concentrations of ascorbic acid; and (5) forest monitoring should be continued and focused on integrating the effects of multiple stressors, which can additionally affect a forest ecosystem.	nld	Reidel	2012	1.01	Environmental monitoring and assessment	1.400	1.997
11312918	Modelling of fastener flexibility in CFRP strengthened timber-framed walls using modified [gamma]-method	The paper provides semi-analytical modelling for prefabricated timber-framed walls using the modified ?$/gamma$?-method. The walls are composed of a timber frame and gypsum plasterboards (GPB) which are flexibly connected to the timber frame. Because the tensile strength of the GPB is approximately 10-times lower than the compressive one, it is convenient to strengthen the boards in their tensile diagonal direction with carbon fibre-reinforced polymer (CFRP) strips, which are glued to the boards. Additionally, in the proposed mathematical model the classical beam theory is used taking into account a fasteners' flexibility in the timber frame - GPB connecting area, as well as crack appearing in the GPB and an influence of the inserted CFRP strips. Therefore the CFRP strip contribution is considered with a modified slip modulus which results in the fictive increased stiffness coefficient of the fasteners.	gbr	Elsevier Science	2008	1.01	Engineering structures	1.102	0.815
11316507	Towards the effective tool wear control in micro-EDM milling	The electrode wear in micro-electrical discharge milling (micro-EDM milling) is one of the main problems to be solved in order to improve machining accuracy. This paper presents an investigation on wear and material removal inmicro-EDM milling for selected process parameter combinations typical of rough and finish machining of micro-features in steel. The experiments were performed on state-of-the-art micro-EDM equipment. Based on discharge countingand volume measurements, electrode wear per discharge and material removal per discharge were measured for several energy levels. The influence of the accuracy of volume measurements on the electrode wear per discharge and on the material removal per discharge are discussed, and the issues limiting the applicability of real time wear sensing in micro-EDM milling are presented.	gbr	IFS Publications	2010	1.01	International journal, advanced manufacturing technology	1.068	1.019
11323158	Time and space-efficient architecture for a corpus-based text-to-speech synthesis system	This paper proposes a time and space-efficient architecture for a text-to-speech synthesis system (TTS). The proposed architecture can be efficiently used in those applications with unlimited domain, requiring multilingual or polyglot functionality. The integration of a queuing mechanism, heterogeneous graphs and finite-state machines gives a powerful, reliable and easily maintainable architecture for the TTS system. Flexible and language-independent framework efficiently integrates all those algorithms used within the scope of the TTS system. Heterogeneous relation graphs are used for linguistic information representation and feature construction. Finite-state machines are used for time and space-efficient representation of language resources, for time and space-efficient lookup processes, and the separation of language-dependent resources from a language-independent TTS engine. Its queuing mechanism consists of several dequeue data structures and is responsible for the activation of all those TTS engine modules having to process the input text. In the proposed architecture, all modules use the same data structure for gathering linguistic information about input text. All input and output formats are compatible, the structure is modular and interchangeable, it is easily maintainable and object oriented. The proposed archi-tecture was successfully used when implementing the Slovenian PLA TTOS corpus-based TTS system, as pre sen ted in this paper.	nld	North-Holland	2007	1.01	Speech communication	0.690	1.012
11326747	A review of magnetic refrigerator and heat pump prototypes built before the year 2010	Magnetic refrigeration, heating and power conversion technologies are interesting alternatives to the conventional refrigeration, heat pumping and different conventional energy conversion technologies. At present they all show a realistic potential to enter conventional markets, respectively to be applied in a few years. In this review paper, mainly magnetic refrigeration and magnetic heating are addressed and from these two technologies the main part is dedicated to magnetic refrigeration at room temperature. This article covers the demand of giving a complete list and description of existing magnetic heating and cooling prototypes up to the year 2010. Forty-one machines, their components and operation principles are presented in detail.	gbr	Elsevier Science	2010	1.01	International journal of refrigeration	1.439	0.909
11336982	Prediction of stress relaxation of fabrics with increased elasticity	The present study investigated stress relaxation in fabrics with increased elasticity. For prediction of the degree of stress relaxation the frequently used mechanical models reported in the literature were analyzed. The mechanical models which were used in this paper were: Maxwellæs model, the two-component Maxwellæs model, the modified model of standard linear solid, Alfreyæs model and the three-component Maxwellæs model with nonlinear spring for explaining the 1 hour relaxation curve and the 24 hour relaxation curve. The results of the study show that it is hard to precisely predict the value of stress after 24 hours using the model that was built up based on the 1 hourexperimental curve. When comparing the experimental relaxation curve with the fitted curve from the mechanical model it is clear that the models with higher component values explain the experimental relaxation curve better. The weak point of those models was the high number of local minima which makes it difficult to find the global minimum.	usa	Sage Publications	2006	1.01	Textile research journal	0.578	0.597
1133704	The effect of different quantities and compositions of pelleted diets of immune response of mares during the production of anti-tatanus sera	Research was carried out into the effect that different quantities and compositions of concentrated portions of meal had on certain haematological properties and on the immune response of mares in the course of hyper-immune antitetanus sera production. The experiment involved 24 Nonius and Lipizzaner cros-bred mares divided into two groups of 12 animals each, a control group and a trial group. The experiment lasted 12 months, with haemoatological and immunoloical tesets being carried out every 30 days. During the course of the experiment each mare was subjected to 11 immunisation cycles, and in that period no mare fell ill. Leukocyte and haematocrit counts revealed no differences between the control and the test groups throughout the entire duration of the experiment. Following the second immunisation cycle the leukocyte count increased in both groups of mares, remaining significantly hiher than the normal physiological value in horses throughout the experiment.The concentrated portion of meal, differing both in quality and quantity, had no influence on leucocyte count and haematocrit level in the mares throughout the experiment. However, the immunodiffusion titre in the test group did show a slightly higher value of ID-titre than in the control group, indicating that the quantitatively and qalitatitively differing portions of meal had a more positive effect on immune response and anti-tetanus anti-bodytitre in the test group than it did in the control group.	deu	Paul Parey	2001	1.01	Berliner und Münchener Tierärztliche Wochenschrift	0.530	0.603
11337494	The effect of small flaws on the fatigue strength of HAZ at the weld toe	The effects of small artificial surface flaws on the fatigue strength of HAZ material are studied. The samples of coarse grain HAZ material were prepared using a welding thermal-cycle simulator. The artificial flaws were produced byindenting with a Vickers pyramid at different loads as either single indentations or as a series. The size of the flaws did not exceed the primary austenitic grain size of the material, which is the most relevant microstructural unit of carbon steels. The dependence of the experimentally determined bending fatigue strength of treated coarse grain HAZ materials on the properly evaluated size of the artificial flaws was compared with the law of long-crack propagation. The biggest flaws evaluated with the flaw-size parameter ?area ? 100 m are still small for the studied coarse grain HAZ. In further experimental work, the effects of flaw size and the effects of residual stresses should be analysed separately.	che	Inderscience Enterprises	2007	1.01	International journal of materials & product technology	0.203	1.682
11338262	Application of HPLC with electrochemical detection for the determination of low levels of antioxidants	This article presents a newly developed method for the determination of low levels of antioxidants, present in meat and meat products. The method is a high performance liquid chromatography (HPLC), using coulometric electrochemical detector. An oil soluble antioxidant, carnosic acid, extractedfrom rosemary was used as a target compound.. Usual dosage of carnosic acid as an antioxidant in meat and meat products is 0.0040% (40 mg/kg), calculated on fat content. The ability to accurately measure low levels of antioxidants in food would be of great advantage to the food industry, because it would improve the process of partitioning of antioxidantsin to food system, which would lead to improved food stability and better prediction of its shelf life. The selectivity and sensitivity of the coulometric array are the key properties that were required for the analysis presented in this article. A coulometric technique is well suited for the determination of low levels of analyte and is one of the most sensitive analytical approaches available today.	nld	Academic Press	2007	1.01	Journal of food composition and analysis	2.106	1.15
11338518	The Hosoya-Wiener polynomial of weighted trees	Formulas for the Wiener number and the Hosoya-Wiener polynomial of edge and vertex weighted graphs are given in terms of edge and path contributions. For a rooted tree, the Hosoya-Wiener polynomial is expressed as a sum of vertex contributions. Finally, a recursive formula for computing the Hosoya-Wiener polynomial of a weighted tree is given.	hrv	Hrvatsko kemijsko društvo	2007	1.01	Croatica chemica acta	0.606	2.086
11339542	A multilevel MINLP methodology for the approximate stochastic synthesis of flexible chemical processes	This work present a methodology for the optimal design and MINLP synthesis of flexible chemical processes with known probability distributions of uncertain parameters. This methodology comprises synthesis at 1) non-flexible nominallevel, 2) flexible nominal level, and 3) approximate stochastic flexible level. The first level is concerned with modelling challanges od lsarge process flow sheets, sensitivity analyses and studies of uncertsain parameters. This level ususally results in non-flexible design. Second and third levels take into account flexibility requirements by adding critical points into the model. Both flexible levels rely on considerable reduction of discrete points. Lower levels provide good starting structures for higher levels, therefore, the computational effort is reduced and larger problems with many uncertain parameters, e.g. 10 to 100, can be solved. The use of this methodology is illustrated by the synthesis of a flexiblw heat-integrated methanol process flow sheet.	rou	Syscom 18.	2007	1.01	Revista de chimie	0.261	1.015
11344089	Cells producting cathepsins D, B, and L in human breast carcinoma and their association with prognosis	Lysosomal proteinases, cathepsins D, B, and L have been associated with malignant tumor progression and with prognosis in various human carcinomas. Inthe current study, the immunohistochemical localization of cathepsins in tumor cells was correlated with cathepsin protein concentration in breast carcinoma cytosols from 77 patients. Significant correlation was found for cathepsin D (P <.041) and borderline correlation for cathepsin B (P < .055) but not for cathepsin L. We hypothesize that the poor correlation of cysteine cathepsins was attributable to the fact that they were present not only in malignant epithelial cells, but also in infiltrating macrophages and stromal fibroblasts. In addition, tumor-surrounding myoepithelial cells (42% of tumors) and myofibroblasts (26% of tumors) as well as endothelial cells of neovasculature (10% of tumors) all stained specifically for cathepsin B. Two thirds of tumors co- expressed cathepsins B and L in tumor cells, whereas only17% of tumors co- expressed all 3 cathepsins. Intense immunostaining for cathepsin B of tumor cells was observed in tumors at high TNM stage and tumorshaving positive lymph nodes. The expression of cathepsin B was independent of established prognostic factors, whereas intense cathepsin L staining in tumor cells was associated with high histological grade. With respect to prognosis of patient survival, only tumorcell-associated cathepsin D (P = .042) and myoepithelial cellassociated cathepsin B (P= .061) showed borderline significance. Cathepsins B and L immunostaining in tumor cells was not prognostic. In contrast, cytosolic levels of cathepsin B correlated with higher rate of relapse. Taken together, these results show the diversity in the cellular distribution of cathepsins in human breast carcinoma, presumably reflecting specific regulation and function of each of the cathepsins during tumor progression.	usa	W. B. Saunders Co.	2000	1.01	Human pathology	2.906	1.578
11348246	Influence of biodiesel fuel on the combustion and emission formation in a direct injection (DI) Diesel engine	This paper studies the influence of biodiesel fuel on the combustion and emission formation of two different direct-injected diesel engines, both employing different combustion processes. The research was focused on determining the influence of the specific combustion process on measurement results to ascertain if a generalization of the results is possible or whetherthey have to be interpreted as specific for specific engines. Standard D2 diesel fuel and commercial 100% biodiesel fuel were used. Tests were executed using both fuels under the same conditions, and exhaust emissions andengine performance were measured and compared. In-cylinder pressure was also acquired, and the rate of heat release curves were computed by means of azero-dimensional, one-zone combustion model. Some macroparameters of the combustion process were obtained from the heat-release-rate curves. The results obtained for both engines showed that findings regarding the influenceof biodiesel fuel on the combustion process and emission formation could not be generalized and had to be interpreted as specific for the particular engine.	usa	The Society	2007	1.01	Energy & fuels	1.679	1.015
11350043	The influence of surface topology on the accuracy of laser triangulation scanning results	This paper discusses the influence of surface topology on the accuracy of laser triangulation scanning results. Scanning distance and scanning angle of impact laser beam was found to be the most crucial interaction between the surface topology and scanning process. Therefore, we focused these two parameters while other parameters like microstructure, colour of surface, optical settings remained fixed. Despite of random nature of freeform surfaces, the measurements were systematic, according to the principles of thedesign of experiment (DOE) adjusting angle and distance in the whole scanning range. Based on the results of this research and prior estimation of surface complexity, an implication or working area range prediction, as well as the determination of optimal set of influence parameters inside this particular working area can be done.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2010	1.01	Strojniški vestnik	0.466	0.909
11350294	The impact of structure on the undrained shear strength of cohesive soils	The relationship between the undrained shear strength and the water content ofcohesive soils can be described with a two parameter non-linear function. Parameter a is the water content at the undrained shear strength su=1 kPa, andb is the slope of the linear function which represents the ratio between the water content logarithm and the undrained shear strength logarithm. These parameters depend mainly on the type and amount of clay minerals in the soils,the particle sizes and shapes, their arrangements, the forces between the clay particles, and the chemical composition of the pore water. The impactof quantity, type and size of clay grains on the water content at a uniform undrained shear strength in different soils has been studied previously, whilst the impact of structure is less understood. Particle associations and arrangements (i.e. fabric), and the interparticle forces determine the structure of soil. This paper focuses on an investigation of therelationship between water content and undrained shear strength in kaolinite samples with different structures. The various arrangements of clay particles that resulted from the changed of interparticle forces were obtainedby salt addition (NaCl). Microfabrics of wet kaolinite samples were studied using a field emission scanning electron microscope. The results showed that clay structure exerts a strong influence on the relationship between the quantity of water and undrained shear strength. This was reflectedin the values of both soil-dependent parameters, a and b. Values of parameter a varied between 39.16% and 62.96%, and b between 0.100 and 0.139, for well crystallized kaolinite with salt concentrations of 0- 175 mmol/l. Forpoorly crystallized kaolinite with salt concentrations of 0-300 mmol/l, thevalues of a range between 46.96% and 100.30%, and b between 0.090% and 0.148%.	nld	Elsevier	2007	1.01	Engineering geology	0.951	0.763
11356699	Oil- and water-based continuous control valve	Environmental protection regulations are becoming increasingly strict. Using water instead of a hydraulic mineral or biodegradable oil in power-control hydraulic systems is a very positive step towards complying with these regulations. Since water hydraulics has many specifics, primarily related to lower viscosity and lubricity of water compared to oil, which greatly affects the leakage, and even more the friction and wear in these systems, a dedicatedtest rig is required for performing research with the real-scale components. The purpose of this paper is to present some preliminary representative results on dynamic responses of the two hydraulic circuits with and without a mass load.	gbr	Peterson Publishing Co	2010	1.01	Industrial Lubrication and Tribology	0.397	0.909
11361558	Measuring the intellectual capital of international carriers as logistic operators	In enterprises, knowledge has become the capital that helps achieve competitive advantage on the market. The field of intellectual capital is very complex, and therefore difficult to measure. The purpose of this paper is to explore the impact of intellectual capital on the success of logictic companies, to present theoretical characteristics of logistic capital in a simple way, and to give important guidelines for logictics.	hrv	Fakultet prometnih znanosti;Fakulteta za pomorstvo in promet;Universita degli studi di Trieste, Istituto per lo studio dei transporti nell'integrazione economica europea;Fakultet za saobraèaj i komunikacije;Fakulta prevadzky a ekonomiky dopravy a spojov;Dopravni fakulta Jana Pernera	2007	1.03	Promet	0.072	1.07
113659	Determination of P(c [to] D[sup]*+) and BR (c [to] l[sup]+) at LEP 1	The probability P(c [to]D[sup]*+) that a charm quark fragments into a D[sup]*+ meson and the c [to] l[sup]+ semileptonic branching fraction were measured in Z[sup]0 decay into cc[bar] events. From the analysis of 3.5 Million Z[sup]0 events collected from 1992 to 1995, a sample of charm meson decays with 81% cc[bar] purity was selected. The product of the c [to] D[sup]*+ fragmentation probability times the D[sup]*+ [to] D[sup]0 [pi][sup]+ branching fraction was measured to be: P(c [to] D[sup]*+) [times] BR(D[sup]*+ [to] D[sup]0 [pi][sup]+) = 0.174 [plus minus] 0.010(stat) [plus minus] 0.004(syst). Using the world averaged value for BR(D[sup]*+ [to] D[sup]0 [pi][sup]+), the fragmentation probability is inferred: P(c [to] D[sup]*+) = 0.255 [plus minus] 0.015(stat) [plus minus] 0.006(syst) [plus minus] 0.005(syst.BR). From the same sample, 1828 [plus minus] 51 identified leptons in the opposite hemisphere were selected. From this sample, the charm semileptonic branching fraction was measured to be: BR(c [to] l[sup]+) = 0.0958 [plus minus] 0.0042(stat) [plus minus] 0.0028(syst).	deu	Springer	2000	1.01	The European physical journal	5.408	1.99
11365977	On 2-groups with submultiplicative spectrum	A group ?${\cal G}$? of complex square invertible matrices is said to have submultiplicative spectrum if for any ?$G, H$? in ?${\cal G}$? we have that ?$\sigma(GH) \subset \sigma(G)\sigma(H)$?, where ?$\sigma(G)$? denotes the spectrum of ?$G$?. The question whether such a group can be irreducible arises in the study of the structure of matrix semigroups and is answered in the positive for groups with odd exponent (cf. Radjavi and Rosenthal, Simultaneous Triangularization, Springer, New York, 1999). Here we consider the most important remaining case, namely 2-groups with submultiplicative spectrum. If there is an element in the group of the kind whose determinant has order equal to either the exponent or half of the exponent of the group, then the group is reducible. We give an example of an irreducible group of the kind such that the order of determinant of every element equals one quarter of the exponent of the group.	nld	North-Holland	2002	1.01	Journal of Pure and Applied Algebra	0.400	0.504
11367769	On a theorem of Jaworowski on locally equivariant contractible spaces	Ancel's method of fiberwise trivial relations is applied to the problem of characterization of absolute equivariant extensors. We obtain a genaralization of Jaworowski's theorem of characterization of equivariant extensors lying in ?$\RR^n$? to the case when the space is infinite-dimensional, has infinitely many orbit types and the acting compact group ?$G$? is not necessarily a Lie group.	usa	American Mathematical Society	2002	1.01	Proceedings of the American Mathematical Society	0.334	0.504
11369992	Differences in EEG power and coherence measures related to the type of presentation	This study investigated the cognitive processes of students while learning physics using EEG methodology. Forty students (20 experts, and 20 novices in the domain of physics) learned material presented by text and in a computer supported multimedia format while their EEG was recorded. Alpha power measures which are inversely related to mental effort as well as coherence measures that provide information about the cooperation between brain areas were analyzed. The results taken altogether suggest that learning the multimedia lessons was rather demanding, yet provoked less transfer of information between brain areas and had no beneficial influence on the amount of learned material. Another finding was that experts in the domain of physics learned more than did novices, regardless of the type of presentation. EEG patterns differed mainly in the lower alpha band, thus pointing to the superior control of attentional processes in experts	usa	Baywood Pub. Co.	2001	1.01	Journal of educational computing research	0.125	0.534
11371542	Fuzzy logic based quality monitoring in short-circuit gas metal arc welding	Conventional methods, e.g. destructive and non-destructive testing methods, are expensive and time-consuming; therefore, possibilities of online and automated quality control of a welding process during welding as such are investigated. The paper deals with the possibilities of application of fuzzy logic to the analysis of weld quality, particularly assessment of the weld surface condition by means of measurable electric signals emitted during welding. A simple fuzzy inference system was realised which could relatively efficiently assess the weld quality on the basis of time variations of the welding voltage and short-circuit time in a certain time window.	che	Inderscience Enterprises	2007	1.01	International journal of materials & product technology	0.203	1.682
1137244	Heterogeneous photocatalytic decomposition of halosubstituted benzyl alcohols on semiconductor particles in aqueous media	The photodegradation of 2-, 3- and 4-halosubstituted benzyl alcohols (HBAs) on semiconductive oxides (TiO2, ZnO) was studied. It was found out that the photodegradation rate increases from the fluoro to bromo derivates in the caseof 2- and 4HBAs, whereas in the case of 3-HBAs the reverse trend was observed.	gbr	Pergamon Press.	2000	1.01	Chemosphere	1.033	0.963
11376667	Elasto-plastic springback of beams subjected to repeated bending/unbending histories	This contribution investigated repeated elastoplastic pure plane bending/unbending process of beams made of material with an elastic-linear hardening rheological model. The attention is focused on beams with cross sections which have at least one axis of symmetry and are initially straigh orhave constant radius of curvature. Elastoplastic deflection states of beams after repeated bending/unbending process are determined using the large displacement theory. Experiments were conducted to verify the theory for beamsmade of aluminium alloy AA 5050-H38 with rectangular cross sections. It is shown that maximal relative difference between experimental and theoreticalresults in the case of a largely curved beams after repeated bending/unbending process is 1.27%.	usa	ASM International	2011	1.01	Journal of materials engineering and performance	0.855	2.296
11377625	Electrical thresholds for biomechanical response in the ankle to direct stimulation of spinal roots L4, L5, and S1	Study Design. A comparison of electrical thresholds for biomechanical responsein the ankle and for evoked electromyographic signals from specific leg muscles during intraoperative extradural direct stimulation of roots L4, L5, and S1. Objective. To determine whether a biomechanical response in the ankle to direct root stimulation occurs before evoked electromyographic signals and to determine differences in electrical excitability of the roots circumferentially. Summary of Background Data. Stimulus intensities of 1.2 - 5.7 mA are reported to evoke electromyographic response in corresponding muscles to direct stimulation of normal roots. Stimulus intensities of 6-8 mA were suggested to detect bony pedicular compromise by stimulation of a hole ora screw during pedicle instrumentation. Electrical thresholds of three-dimensional torque response in the ankle to direct root stimulation havenot yet been evaluated and compared with thresholds of evoked electromyogram. Methods. Direct monopolar stimulation of the surgically exposed roots L4, L5, and S1 was performed from different sites around the root by a cuff multielectrode. Biomechanical response was measured as an isometric torque in the ankle at each of three orthogonal axes. Compound muscle action potentials (CMAPs) from rootspecific muscles were detected by a pair of surface or wire electrodes. Results: Mean threshold for biomechanical response in the ankle to stimulation of roots L4, L5, and S1 was 0.72 +- 0.39 mA and for CMAP response was 1.09 mA +- 0.36 (N = 13). Thresholds for biomechanical responses were significantly lower than for CMAP responses (P = 0.0004; paired t test). Nerve roots were electrically most excitable on their ventral aspects. Conclusion. (Abstract truncated at 2000 characters.)	usa	Medical Dept., Harper & Row Publishers.	2000	1.01	Spine	1.843	0.822
11377881	Fiber types in the mouse levator auris longus muscle	The histochemical composition of the levator auris longus (LAL) muscle has been investigated in adult NMRi mice. Histochemical reaction for myofibrillar adenosine triphosphatase (ATPase) after preincubation in alkaline and acidic media, nicotine amideadenine-dinucleotide dehydrogenase (NADH-dehydrogenase), and alphaglycerophosphate dehydrogenase were performed on cryosections of LAL muscle. Expression of myosin heavy chain (MyHC) isoforms was detected with theimmunoperoxidase method applying monoclonal antibodies against MyHC isoforms - 1, -2a, -2x/d, and -2b, as well as by sodium dodecylsulfate (SDS) glycerol gel electrophoresis. The muscle was proven to be a pure fast-twitch muscle. The most numerous fibers in LAL muscles contained MyHC-2b and some MyHC-2a. Histochemically, pure IIA fibers with oxidative metabolism and pure IIB fibers with glycolytic metabolism were detected. In contrast to the majority of mature control muscles, numerous hybrid fibers coexpressing MyHC-2x/d with MyHC-2a or MyHC-2b were present. Both hybrids were oxidativeglycolytic; additionally, some hybrids containing MyHC-2a were oxidative. In one out of six muscles, traces of MyHC-1 were detected both withimmunoperoxidase staining and with SDS glycerol gel electrophoresis. Rare fibers that exceptionally expressed small amounts of MyHC-1 always coexpressedMyHC-2a, which is an additional proof that pure type I fibers do not exist in LAL. Due to these histochemical characteristics and to its previously described morphological features, the use of the LAL muscle as a model for various studies, particularly muscle and nerve interactions, is emphasized.	usa	Liss	2000	1.01	Journal of neuroscience research	3.207	2.536
11378137	Variation and trends in incidence of childhood diabetes in Europe	Background. To study the epidemiology of childhood-onset type 1 insulin-dependent diabetes in Europe, the EURODIAB collaborative group established in 1988 prospective geographically-defined registers of new cases diagnosed under 15 years of age. This report is based on 16 362 cases registered during the period 1989-94 by 44 centres representing most European countries and Israel and covering a population of about 28 million children. Methods. Multiple sources of ascertainment were used in most centres to validate the compieteness of registration by the capture-recapture method. Trends in incidence during the period were analysed by Poisson regression, thedata from centres within each country being pooled. Findings. The standardised average annual incidence rate during the period 1989-94 ranged from 3,2 cases per 100 000 per year in the Former Yugoslav Republic of Macedonia to 40.2 cases per 100 000 per year in two regions of Finland. By pooling over all centres, the annual rate of increase in incidence was 3.4% (95% CI 2.5-4.4%), but in some central European countries it was more rapid than this. Pooled over centres and sexes, the rates of increase were 6.3% (4.1-8.5%) for children aged 0-4 years, 3.1% (1.5-4.8%) for 5-9 years, and 2.4% (1.0-3.8%) for 10-14 years. Interpretation. The results confirm a very wide range of incidence rates within Europe and show that the increase in incidence during the period varied from country to country. The rapid rate of increase in children aged under 5 years is of particular concern.	gbr	Lancet Publishing Group	2000	1.01	The Lancet	10.232	1.695
11381849	On stability of invariant subspaces of commuting matrices	We study the stability of (joint) invariant subspaces of a finite set of commuting matrices. We generalize some of the results of Gohberg, Lancaster, and Rodman for the single matrix case. For sets of two or more commuting matrices we exhibit some phenomena different from the single matrix case. We show that each root subspace is a stable invariant subspace, that each invariant subspace of a root subspace of a nonderogatory eigenvalue is stable, and that, even in the deragotory case, the eigenspace is stable if it is one-dimensional. We prove that a pair of commuting matrices has only finitely many stable invariant subspaces. At the end, we discuss the stability of invariant subspaces of an algebraic multiparameter eigenvalue problem.	usa	North Holland	2002	1.01	Linear Algebra and its Applications	0.462	0.679
11382105	Improved lower bound on the Shannon capacity of C [sub] 7	An independent set with 108 vertices in the strong product of four 7-cycles ?$(C_7 \sqtimes C_7 \sqtimes C_7 \sqtimes C_7)$? is given. This improves the best known lower bound for the Shannon capacity of the graph ?$C_7$? which is the zero-error capacity of the corresponding noisy channel. The search was done by a computer program using the ""simulated annealing"" algorithm with a constant time temperature schedule.	nld	North-Holland	2002	1.01	Information processing letters	0.331	0.821
11382361	Stability of disjointness preserving mappings	Let ?$X$? and ?$Y$? be a compact Hausdorff spaces and let ?$\varepsilon \ge 0$?. A linear mapping ?$\Phi: \cal{C}(X) \to \cal{C}(Y)$? is called ?$\varepsilon$?-disjointness preserving, if ?$fg=0$?, implies that ?$\|\Phi(f) \Phi(g)\| \le \varepsilon \|f\| \|g\|$?. If ?$\Phi: \cal{C}(X) \to \cal{C}(Y)$? is a continuous or surjective ?$\varepsilon$?-disjointness preserving linear mapping, we prove that there exist a disjoinness preserving linear mapping ?$\Psi: \cal{C}(X) \to \cal{C}(Y)$? satisfying ?$\|\Phi(f) - \Psi(f)\| \le 20 \sqrt{\varepsilon} \|f\|$?. We also prove that the every unbounded ?$\varepsilon$?-disjointness preserving linear functional on ?$\cal{C}(X)$? is disjointness preserving.	usa	American Mathematical Society	2002	1.01	Proceedings of the American Mathematical Society	0.334	0.504
11384347	Metal-doped (Ti, WC) diamond-like-carbon coatings: Reactions with extreme-pressure oil additives under tribological and static conditions	In contrast to non-doped diamond-like-carbon (DLC) coatings, reliable chemical evidence of the reactions between metal-doped DLC coatings and oil additives under tribological conditions using state-of-the-art surface-sensitive chemical analyses is still scarce. In this study we have investigated the reactivity of metal-doped (Ti, WC) DLC coatings with the extreme-pressure (EP) dialkyl dithiophosphate additive - without the presence of a steel counter body in the contact that befogs the actual coating reactions. Static ""reactivity"" experiments without any tribological or mechanical effects were also performed to provide a further insight into the lubrication mechanisms. The results confirmed the chemical reactions between the EP additive and all the DLC coatings, as well as their oxidation during the tribological contacts. We measured an about 10-times higher chemical activitz (a 25-fold P/S ratio increase) for the Ti-doped DLC compared to the WC-doped or non-doped DLC, which also agrees with it having the lowest amount of wear in this study. We suggest that the Ti-DLC boundary lubrication is achieved via binding sites at the O vacancies present in the Ti-doped DLC coating. The data also clearly show, in contrast to most of literature reports, that even though small, some direct chemical activity between the W-DLC and the dialkyl dithiophosphate EP additive is also possible without any iron catalytic effect. However, the chemical changes were significantly smaller, also allowing coating graphitization, which might be one of the reasons for the 50% higher wear of the WC-doped compared to the Ti-doped DLC.	che	Elsevier Sequoia	2010	1.01	Thin Solid Films	1.909	1.159
11385366	Large vocabulary continuous speech recognition of an inflected language using stems and endings	In this article, we focus on creating a large vocabulary speech recognition system for the Slovenian language. Currently, state-of-theart recognition systems are able to use vocabularies with sizes of 20,000 to 100,000 words. These systems have mostly been developed for English, which belongs to a group of uninflectional languages. Slovenian, as a Slavic language, belongs to a group of inflectional languages. Its rich morphology presents a major problem in large vocabulary speech recognition. Compared to English, the Slovenian language requires a vocabulary approximately 10 times greater for the same degree of text coverage. Consequently, the difference in vocabulary size causes a high degree of OOV (out-of-vocabulary words). Therefore OOV words have a direct impact on recognizer efficiency. The characteristics of inflectional languages have been considered when developing a new search algorithm with a method for restricting the correct order of sub-word units, and to use separate language models based on sub-words. This search algorithm combines the properties of sub-word-based models (reduced OOV) and word-based models (the length of context). The algorithm also enables better search-spacelimitation for sub-word models. Using sub-word models, we increase recognizer accuracy and achieve a comparable search space to that of a standard word-based recognizer. Our methods were evaluated in experiments on a SNABI speech database.	nld	North-Holland	2007	1.01	Speech communication	0.690	1.012
